,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
2013,good,5,owner,48,40,married,no,freelance,75,61.0,11000.0,770.0,1200,1483
2014,good,2,owner,60,25,married,no,fixed,45,79.0,6000.0,2700.0,1300,1681
2015,good,1,owner,36,30,married,no,freelance,75,0.0,6000.0,0.0,700,850
2016,good,14,rent,48,28,married,no,fixed,60,146.0,0.0,0.0,1450,1474
2017,good,8,parents,60,32,separated,no,fixed,75,118.0,3500.0,0.0,1350,1729
2018,good,2,parents,36,24,single,no,fixed,35,69.0,3000.0,0.0,600,1604
2019,bad,15,owner,60,52,married,yes,fixed,60,130.0,4000.0,0.0,1300,1450
2020,bad,0,owner,60,36,married,no,partime,90,113.0,4000.0,198.0,400,790
2021,good,0,parents,36,27,married,no,freelance,60,0.0,0.0,0.0,600,900
2022,good,3,owner,6,27,married,no,fixed,60,150.0,4000.0,1500.0,400,1300
2023,good,0,owner,24,63,widow,no,others,35,92.0,40000.0,0.0,1150,2244
2024,good,0,owner,48,47,single,no,fixed,60,,20000.0,0.0,1600,1856
2025,bad,4,private,60,23,married,yes,fixed,75,100.0,8000.0,1000.0,800,949
2026,bad,1,rent,60,21,single,no,partime,41,60.0,0.0,0.0,850,930
2027,bad,1,parents,36,25,single,no,partime,35,53.0,0.0,0.0,600,1415
2028,good,12,parents,36,30,single,no,fixed,35,59.0,0.0,0.0,600,1206
2029,good,2,owner,60,45,married,no,fixed,75,165.0,3000.0,0.0,900,1500
2030,good,1,parents,30,22,single,no,fixed,35,111.0,0.0,0.0,775,1100
2031,good,16,owner,60,32,married,no,fixed,60,93.0,4000.0,1100.0,800,1246
2032,good,3,private,36,20,married,no,fixed,45,50.0,1500.0,100.0,1000,1387
2033,good,1,owner,60,29,married,yes,fixed,60,111.0,4000.0,2000.0,750,856
2034,good,7,owner,12,23,married,no,fixed,45,60.0,3500.0,0.0,500,1595
2035,good,12,rent,18,27,married,no,fixed,67,68.0,0.0,0.0,100,675
2036,bad,14,owner,60,37,married,yes,fixed,75,60.0,2500.0,0.0,1500,1648
2037,bad,10,owner,24,53,married,yes,fixed,60,60.0,3000.0,0.0,1750,2038
2038,good,20,rent,24,40,married,no,fixed,87,117.0,0.0,0.0,350,350
2039,good,15,owner,36,38,married,yes,freelance,45,110.0,7000.0,0.0,450,550
2040,good,8,owner,36,52,married,no,fixed,60,65.0,5000.0,0.0,625,725
2041,bad,2,rent,60,54,married,no,fixed,75,,0.0,0.0,1700,1700
2042,bad,2,rent,36,29,single,yes,freelance,35,0.0,0.0,0.0,1000,1600
2043,good,4,owner,60,31,married,no,fixed,60,177.0,3000.0,0.0,1300,1409
2044,good,13,owner,60,50,married,no,fixed,45,90.0,3000.0,0.0,800,1268
2045,good,4,parents,60,32,single,no,fixed,35,150.0,0.0,0.0,700,2061
2046,good,5,parents,48,28,married,no,fixed,45,120.0,0.0,0.0,1100,1537
2047,good,0,owner,60,22,single,no,partime,45,150.0,4000.0,0.0,1550,1657
2048,good,7,owner,36,31,married,no,fixed,45,180.0,9000.0,1600.0,700,1400
2049,good,7,rent,24,32,single,no,freelance,67,320.0,0.0,0.0,2000,3400
2050,good,6,owner,60,50,married,no,fixed,60,260.0,6000.0,0.0,1650,1800
2051,good,0,private,36,60,married,no,fixed,60,140.0,3000.0,0.0,1000,2050
2052,good,11,owner,36,55,divorced,no,fixed,35,182.0,2000.0,0.0,500,1135
2053,good,3,owner,60,33,married,no,fixed,60,129.0,3436.0,2686.0,800,880
2054,good,2,owner,60,38,married,no,fixed,60,88.0,3500.0,500.0,1100,1263
2055,good,16,owner,36,43,married,no,fixed,90,350.0,11000.0,0.0,600,2467
2056,good,7,owner,60,44,married,no,freelance,90,190.0,10000.0,0.0,1350,1527
2057,good,2,rent,60,30,married,yes,fixed,52,70.0,0.0,0.0,950,1175
2058,good,14,owner,36,50,married,no,fixed,45,80.0,2500.0,0.0,600,1180
2059,bad,2,rent,60,39,married,yes,fixed,89,140.0,0.0,0.0,1500,1967
2060,good,13,owner,60,27,married,no,fixed,60,112.0,3000.0,1485.0,800,1200
2061,bad,15,rent,60,39,married,no,fixed,90,150.0,0.0,0.0,1450,1450
2062,good,8,rent,36,30,married,no,fixed,71,112.0,8000.0,0.0,1000,1175
2063,bad,0,rent,60,33,married,no,freelance,85,100.0,0.0,0.0,1150,1760
2064,good,4,rent,60,34,married,no,partime,84,85.0,0.0,0.0,800,1293
2065,good,17,owner,48,34,married,no,fixed,60,162.0,3500.0,0.0,1250,1650
2066,bad,0,parents,60,25,single,yes,fixed,35,95.0,8000.0,0.0,1250,1742
2067,good,20,owner,12,47,married,no,freelance,90,400.0,15000.0,1000.0,800,2335
2068,good,6,other,12,60,married,no,freelance,90,700.0,28000.0,0.0,1350,1612
2069,bad,4,private,48,30,married,no,fixed,105,72.0,2500.0,750.0,1200,1410
2070,good,5,owner,48,39,married,yes,freelance,45,100.0,30000.0,0.0,1550,2294
2071,good,12,other,36,41,single,no,fixed,35,100.0,0.0,0.0,500,1600
2072,good,5,owner,60,31,separated,yes,fixed,35,64.0,5000.0,0.0,400,824
2073,good,1,private,36,27,married,no,fixed,45,124.0,,,1300,1636
2074,good,40,owner,24,60,married,no,freelance,45,80.0,7500.0,0.0,325,1365
2075,bad,8,rent,24,30,married,yes,freelance,60,0.0,0.0,0.0,450,600
2076,good,4,owner,60,37,married,no,fixed,75,0.0,5000.0,900.0,500,1205
2077,good,0,owner,36,21,single,no,fixed,45,206.0,4000.0,0.0,1500,1600
2078,bad,20,owner,48,51,married,yes,fixed,45,213.0,5000.0,1000.0,1100,1376
2079,good,6,rent,48,34,married,no,fixed,87,120.0,0.0,0.0,1150,1400
2080,good,2,rent,60,26,married,no,partime,85,97.0,6000.0,0.0,1070,1172
2081,good,2,owner,48,30,married,no,fixed,75,180.0,4000.0,0.0,1500,2065
2082,bad,3,private,30,22,single,no,freelance,60,,5000.0,0.0,1200,1426
2083,bad,1,parents,60,24,single,no,fixed,35,70.0,0.0,0.0,1750,1750
2084,good,14,owner,60,49,married,no,freelance,60,103.0,36000.0,0.0,1300,1648
2085,bad,1,rent,60,55,married,yes,fixed,91,157.0,0.0,0.0,2500,2860
2086,bad,21,private,60,36,married,no,fixed,45,179.0,3500.0,0.0,2000,2220
2087,bad,1,other,48,32,married,no,fixed,60,69.0,0.0,0.0,2000,2580
2088,good,40,owner,24,63,married,no,fixed,45,250.0,55000.0,0.0,1000,1751
2089,good,4,private,60,27,married,no,fixed,45,53.0,2500.0,300.0,780,861
2090,good,2,parents,36,22,single,no,fixed,35,52.0,0.0,0.0,800,1762
2091,good,6,owner,60,38,married,no,fixed,90,145.0,3000.0,0.0,1800,2218
2092,good,1,owner,12,27,married,no,fixed,45,70.0,6000.0,5700.0,600,1628
2093,bad,6,rent,60,31,married,yes,fixed,86,113.0,0.0,0.0,1150,1736
2094,good,20,owner,36,48,married,no,fixed,75,303.0,8000.0,0.0,1000,1831
2095,good,3,rent,48,33,married,no,freelance,89,291.0,0.0,0.0,900,1041
2096,good,0,owner,18,20,single,no,partime,35,180.0,4000.0,0.0,700,960
2097,bad,2,parents,48,20,single,no,fixed,35,136.0,0.0,0.0,900,1022
2098,bad,4,other,48,41,married,yes,freelance,45,140.0,0.0,0.0,1000,1250
2099,good,3,rent,48,36,married,no,fixed,71,105.0,0.0,0.0,350,1526
2100,good,4,owner,36,27,married,no,fixed,60,94.0,12000.0,0.0,1000,1888
2101,good,8,owner,60,36,married,no,fixed,75,219.0,8500.0,800.0,1600,1852
2102,good,1,parents,36,29,single,no,fixed,35,66.0,0.0,0.0,700,1018
2103,good,1,rent,60,23,married,no,fixed,54,92.0,0.0,0.0,1000,1300
2104,good,2,other,36,29,single,no,fixed,35,70.0,0.0,0.0,300,850
2105,good,7,owner,60,39,married,no,fixed,90,142.0,6000.0,0.0,1300,1534
2106,good,18,owner,60,38,married,no,fixed,75,138.0,6000.0,0.0,1000,2018
2107,good,15,owner,36,47,married,no,fixed,75,230.0,13000.0,1400.0,1400,1568
2108,good,9,owner,36,43,married,no,freelance,90,142.0,24000.0,0.0,2500,2700
2109,good,30,owner,24,58,married,no,freelance,60,216.0,11000.0,0.0,983,1200
2110,good,15,parents,18,30,married,no,fixed,45,260.0,8000.0,1500.0,500,2071
2111,good,1,parents,36,24,single,no,fixed,35,60.0,0.0,0.0,1000,1602
2112,bad,7,rent,60,25,married,no,fixed,51,63.0,0.0,0.0,1100,1297
2113,good,12,rent,36,51,married,no,fixed,74,139.0,0.0,0.0,600,690
2114,bad,12,rent,48,47,married,no,freelance,75,300.0,0.0,0.0,2000,2196
2115,bad,14,owner,60,53,married,no,freelance,45,65.0,3500.0,0.0,1800,1979
2116,good,2,parents,48,32,married,no,fixed,60,167.0,2000.0,0.0,1450,1698
2117,bad,2,rent,36,35,single,no,fixed,47,120.0,0.0,0.0,900,1200
2118,good,13,parents,48,31,married,no,fixed,75,80.0,0.0,0.0,1000,1575
2119,good,3,owner,60,38,married,no,freelance,60,100.0,18000.0,0.0,1500,2360
2120,bad,15,owner,60,44,married,no,fixed,75,240.0,10000.0,7000.0,1000,1026
2121,good,8,private,60,47,married,no,freelance,75,178.0,2500.0,0.0,1600,1661
2122,good,14,owner,36,33,married,no,fixed,60,92.0,7000.0,0.0,800,1115
2123,good,7,parents,30,29,single,no,fixed,35,250.0,3500.0,0.0,500,1634
2124,good,0,owner,60,29,married,no,partime,75,70.0,4500.0,0.0,1150,1683
2125,good,14,owner,60,30,married,no,fixed,45,120.0,6500.0,3000.0,760,895
2126,good,6,owner,36,28,married,no,fixed,45,89.0,5000.0,0.0,800,1054
2127,good,5,owner,48,55,married,no,freelance,90,41.0,30000.0,0.0,850,1344
2128,good,29,owner,60,52,married,no,fixed,60,212.0,2200.0,0.0,1250,1301
2129,good,2,rent,36,24,married,no,fixed,71,113.0,0.0,0.0,700,1338
2130,good,32,rent,36,52,married,no,fixed,63,180.0,0.0,0.0,1100,1489
2131,good,12,owner,60,34,married,no,fixed,75,172.0,10000.0,3900.0,1000,1568
2132,bad,2,owner,60,27,single,no,fixed,60,46.0,3000.0,0.0,700,1130
2133,good,5,parents,48,53,married,no,fixed,60,50.0,0.0,0.0,650,869
2134,bad,1,private,48,41,married,no,partime,75,80.0,4000.0,30.0,1100,1409
2135,bad,3,owner,60,32,married,no,fixed,90,254.0,14000.0,10500.0,1650,2200
2136,good,9,parents,60,32,married,no,freelance,75,160.0,2000.0,0.0,1200,1541
2137,good,4,owner,60,22,single,no,others,35,130.0,4000.0,0.0,750,997
2138,good,25,owner,36,55,married,no,freelance,60,100.0,50000.0,0.0,1400,1705
2139,good,1,private,24,55,married,no,fixed,60,184.0,15000.0,0.0,1600,4200
2140,bad,1,rent,60,56,married,no,partime,88,133.0,0.0,0.0,750,784
2141,good,11,rent,48,31,married,no,fixed,67,66.0,6200.0,0.0,1000,1541
2142,bad,0,owner,36,35,married,yes,fixed,75,120.0,4000.0,0.0,900,975
2143,good,4,owner,36,45,married,yes,fixed,60,98.0,2500.0,0.0,450,575
2144,bad,1,parents,60,22,single,no,fixed,35,45.0,0.0,0.0,1350,1520
2145,good,1,owner,60,25,married,no,fixed,45,171.0,15000.0,0.0,550,2055
2146,good,9,parents,60,35,married,no,fixed,60,118.0,0.0,0.0,1000,1656
2147,good,12,owner,36,56,married,no,fixed,75,205.0,5500.0,1950.0,275,300
2148,good,4,owner,60,38,married,no,fixed,75,145.0,4500.0,0.0,1450,1657
2149,bad,2,private,36,34,married,yes,fixed,105,135.0,1200.0,0.0,400,425
2150,bad,0,private,48,46,married,no,partime,75,125.0,8500.0,0.0,1575,1702
2151,good,12,owner,48,31,divorced,no,fixed,35,117.0,4000.0,0.0,660,933
2152,good,27,owner,36,46,married,yes,fixed,60,260.0,15000.0,8000.0,690,1242
2153,good,1,parents,60,41,married,yes,fixed,75,251.0,0.0,0.0,1450,2009
2154,good,2,rent,36,29,married,no,fixed,88,130.0,0.0,0.0,500,600
2155,bad,0,other,60,42,married,no,freelance,45,0.0,0.0,0.0,2700,3700
2156,bad,0,rent,30,30,married,no,freelance,75,0.0,0.0,0.0,600,830
2157,bad,2,owner,36,50,married,yes,fixed,45,185.0,4000.0,0.0,950,950
2158,good,2,rent,48,37,separated,no,fixed,50,148.0,0.0,0.0,700,1805
2159,bad,3,private,60,32,married,yes,fixed,60,200.0,4500.0,2000.0,1600,1759
2160,good,1,rent,48,46,married,no,fixed,95,200.0,0.0,0.0,1420,1595
2161,good,3,owner,48,28,married,no,partime,75,61.0,4000.0,50.0,1250,1484
2162,good,3,owner,60,58,married,no,fixed,75,150.0,5000.0,0.0,1100,2035
2163,good,19,owner,36,37,married,no,fixed,75,170.0,2500.0,0.0,950,1339
2164,good,1,private,60,24,married,no,fixed,45,115.0,14500.0,0.0,1400,1675
2165,good,25,owner,24,54,married,no,freelance,75,215.0,15000.0,0.0,1500,2070
2166,good,8,rent,60,34,married,no,partime,81,60.0,0.0,0.0,600,1400
2167,good,30,owner,36,56,married,no,fixed,60,150.0,2000.0,0.0,400,450
2168,good,15,owner,60,33,married,no,fixed,90,144.0,3000.0,200.0,960,960
2169,good,18,owner,18,50,married,no,fixed,60,75.0,3000.0,0.0,280,434
2170,good,4,rent,12,21,single,no,fixed,52,70.0,0.0,0.0,400,700
2171,good,13,owner,36,61,married,no,freelance,60,120.0,2500.0,0.0,600,980
2172,good,13,rent,60,53,separated,no,fixed,57,222.0,4600.0,0.0,1000,2300
2173,good,4,rent,60,21,single,no,fixed,47,120.0,8000.0,0.0,2100,2100
2174,good,1,rent,60,24,married,no,fixed,77,165.0,0.0,0.0,1500,1736
2175,good,25,owner,48,44,married,no,freelance,75,250.0,20000.0,0.0,700,1100
2176,bad,10,other,12,31,married,no,others,90,65.0,0.0,0.0,225,375
2177,good,6,parents,60,31,married,yes,fixed,45,94.0,0.0,0.0,500,1418
2178,bad,0,rent,36,42,single,no,partime,49,141.0,0.0,0.0,800,1165
2179,good,20,private,36,46,married,no,fixed,60,150.0,2000.0,0.0,910,1128
2180,bad,0,parents,36,23,single,yes,partime,35,66.0,0.0,0.0,1000,1200
2181,good,4,owner,60,64,married,no,others,45,82.0,8000.0,0.0,1000,1590
2182,bad,0,owner,48,45,married,no,fixed,90,156.0,5000.0,0.0,1350,1357
2183,good,12,owner,60,40,married,no,fixed,75,114.0,6000.0,192.0,1330,1935
2184,good,2,owner,36,42,married,no,partime,75,92.0,3000.0,0.0,550,850
2185,good,3,parents,60,31,single,no,partime,35,0.0,2000.0,0.0,1200,1661
2186,bad,2,owner,30,32,married,no,fixed,90,74.0,1500.0,0.0,500,650
2187,good,0,owner,48,31,married,no,fixed,75,178.0,5000.0,0.0,1100,1487
2188,good,3,owner,12,57,married,no,fixed,45,150.0,19000.0,1408.0,550,800
2189,bad,2,parents,36,36,married,no,freelance,90,59.0,0.0,0.0,500,715
2190,good,4,parents,60,26,single,no,freelance,35,60.0,0.0,0.0,600,710
2191,good,5,owner,48,32,married,no,freelance,75,110.0,9500.0,0.0,1195,1244
2192,good,20,rent,60,38,married,no,fixed,75,150.0,0.0,0.0,1150,1450
2193,good,12,parents,48,38,separated,no,fixed,35,154.0,0.0,0.0,1300,2094
2194,good,6,owner,60,29,married,no,fixed,60,220.0,15000.0,4500.0,1200,1256
2195,good,5,parents,24,27,single,no,freelance,35,115.0,10000.0,0.0,325,425
2196,bad,7,rent,60,38,married,no,freelance,90,0.0,0.0,0.0,1370,1397
2197,good,1,parents,60,30,single,no,fixed,35,113.0,0.0,0.0,930,955
2198,bad,1,owner,48,33,married,no,freelance,60,198.0,3000.0,0.0,1800,2196
2199,bad,0,ignore,48,37,married,no,fixed,60,80.0,18000.0,0.0,900,975
2200,good,7,rent,60,60,married,no,fixed,68,77.0,4000.0,0.0,800,1054
2201,good,8,rent,48,26,married,no,freelance,82,219.0,0.0,0.0,1400,1635
2202,good,1,owner,48,42,separated,no,freelance,75,310.0,3500.0,0.0,1300,1700
2203,good,20,rent,60,45,married,yes,freelance,93,175.0,1500.0,0.0,1500,1645
2204,bad,5,owner,60,28,married,yes,freelance,75,0.0,21500.0,0.0,2000,2700
2205,good,18,owner,60,35,married,no,fixed,75,179.0,7000.0,3200.0,1000,1455
2206,good,4,parents,60,28,divorced,no,fixed,35,185.0,0.0,0.0,1500,1797
2207,good,14,owner,60,29,married,no,fixed,60,210.0,8000.0,2500.0,1100,2050
2208,good,0,rent,60,25,married,no,fixed,53,77.0,0.0,0.0,870,920
2209,good,30,owner,36,52,married,no,freelance,45,33.0,3000.0,0.0,600,1011
2210,bad,0,rent,36,36,married,no,partime,82,70.0,3500.0,0.0,500,1350
2211,bad,1,parents,60,23,married,no,partime,45,83.0,0.0,0.0,1140,1461
2212,bad,10,owner,36,40,married,no,freelance,90,17.0,9000.0,0.0,450,550
2213,good,2,owner,24,20,single,no,fixed,45,176.0,5000.0,0.0,700,1299
2214,good,1,parents,48,23,single,no,fixed,35,65.0,0.0,0.0,400,1195
2215,good,1,rent,60,35,married,no,partime,83,76.0,10000.0,0.0,1000,1350
2216,good,19,ignore,36,43,married,no,fixed,75,110.0,2000.0,300.0,700,1553
2217,bad,8,rent,60,58,married,yes,fixed,60,0.0,0.0,0.0,1400,1996
2218,good,0,owner,24,33,separated,no,fixed,35,170.0,3000.0,0.0,600,1589
2219,bad,5,other,60,42,married,no,fixed,75,95.0,0.0,0.0,1000,1067
2220,bad,2,owner,48,43,married,no,partime,60,95.0,4000.0,1300.0,700,975
2221,bad,0,rent,18,24,single,no,partime,39,40.0,0.0,0.0,300,460
2222,good,12,owner,60,34,married,yes,fixed,75,165.0,5000.0,1500.0,1600,1682
2223,bad,1,owner,60,46,married,no,fixed,75,50.0,2000.0,0.0,750,1302
2224,good,14,owner,60,45,married,yes,fixed,60,164.0,4000.0,0.0,1050,1383
2225,good,2,parents,48,25,married,no,freelance,60,150.0,0.0,0.0,1000,1300
2226,bad,1,parents,12,26,single,no,partime,35,0.0,0.0,0.0,190,693
2227,bad,1,other,30,20,single,no,fixed,35,90.0,0.0,0.0,450,500
2228,good,3,owner,60,30,married,no,fixed,45,200.0,10000.0,2969.0,1650,1750
2229,good,1,rent,60,35,widow,no,fixed,45,100.0,0.0,0.0,1250,1400
2230,good,22,parents,36,38,married,no,fixed,75,110.0,2000.0,0.0,780,1785
2231,good,30,owner,48,59,married,no,fixed,45,150.0,4000.0,0.0,660,933
2232,bad,2,other,24,37,married,yes,freelance,60,0.0,0.0,0.0,1000,1795
2233,good,1,parents,48,40,married,no,fixed,75,121.0,0.0,0.0,1320,1600
2234,good,5,rent,48,34,divorced,no,freelance,57,120.0,9000.0,0.0,950,1290
2235,good,17,owner,60,57,married,no,fixed,60,106.0,4000.0,0.0,870,979
2236,good,14,other,48,46,married,no,fixed,60,100.0,,,800,1651
2237,good,3,rent,36,23,married,no,partime,53,79.0,0.0,0.0,600,650
2238,good,1,rent,48,34,single,no,fixed,45,98.0,6000.0,800.0,900,980
2239,good,17,owner,36,38,married,no,freelance,75,0.0,19000.0,800.0,700,795
2240,good,35,owner,60,52,married,no,freelance,45,90.0,14000.0,0.0,2900,4600
2241,good,1,parents,48,22,single,no,fixed,35,210.0,0.0,0.0,1575,2082
2242,good,12,owner,60,27,married,no,fixed,60,160.0,2500.0,270.0,1400,1461
2243,good,2,owner,60,27,married,no,fixed,45,120.0,5000.0,400.0,1000,1140
2244,good,7,other,60,26,married,yes,fixed,45,211.0,0.0,0.0,1400,1531
2245,bad,17,owner,60,46,married,yes,fixed,75,80.0,3000.0,0.0,900,1286
2246,good,1,other,60,23,single,no,partime,35,70.0,0.0,0.0,1050,1190
2247,good,3,owner,60,60,married,yes,others,45,67.0,10000.0,0.0,1000,1683
2248,good,7,parents,60,27,married,no,freelance,45,71.0,0.0,0.0,1500,1800
2249,good,13,rent,60,36,married,no,fixed,84,92.0,0.0,0.0,1200,1271
2250,good,15,parents,24,46,married,no,fixed,60,158.0,0.0,0.0,1000,1923
2251,good,0,owner,12,65,married,no,others,60,115.0,3500.0,0.0,200,431
2252,bad,0,rent,24,30,married,no,partime,83,80.0,0.0,0.0,500,650
2253,good,5,rent,60,37,married,no,fixed,93,176.0,0.0,0.0,1800,2450
2254,good,10,owner,36,56,married,yes,freelance,90,321.0,26000.0,0.0,975,1576
2255,good,7,owner,36,24,married,no,fixed,60,112.0,3500.0,0.0,1100,1460
2256,good,2,parents,36,20,single,no,freelance,45,0.0,0.0,0.0,1000,1310
2257,bad,0,rent,60,28,married,no,fixed,53,75.0,0.0,0.0,1100,1168
2258,good,10,owner,24,50,married,no,freelance,60,100.0,4000.0,0.0,700,1461
2259,good,2,rent,48,31,single,no,fixed,43,75.0,0.0,0.0,800,900
2260,good,12,owner,48,51,married,no,fixed,60,80.0,10000.0,0.0,1600,1661
2261,good,2,rent,60,30,married,no,fixed,92,170.0,0.0,0.0,1300,1525
2262,good,20,other,60,62,married,no,others,75,140.0,0.0,0.0,1300,1371
2263,bad,0,owner,60,38,married,yes,partime,75,120.0,3500.0,0.0,1500,1702
2264,good,12,owner,60,50,married,no,fixed,60,100.0,8000.0,0.0,1050,1657
2265,good,15,owner,48,44,married,no,fixed,60,200.0,3500.0,200.0,800,1218
2266,bad,0,rent,60,41,married,yes,fixed,95,50.0,7000.0,4000.0,1600,1601
2267,bad,20,private,60,40,married,no,fixed,75,83.0,3000.0,0.0,1300,1435
2268,good,5,owner,60,37,married,yes,freelance,75,75.0,12000.0,0.0,900,1014
2269,good,18,other,48,50,married,no,freelance,75,62.0,5000.0,0.0,1700,2437
2270,good,6,parents,60,24,separated,no,fixed,45,220.0,3000.0,0.0,1600,1700
2271,good,5,owner,36,46,married,no,freelance,60,100.0,4000.0,0.0,1100,1897
2272,good,11,rent,24,26,single,no,fixed,59,137.0,2500.0,0.0,350,1158
2273,good,1,rent,48,27,single,no,fixed,45,97.0,0.0,0.0,850,1000
2274,good,22,owner,24,46,married,no,fixed,60,100.0,10500.0,0.0,900,1635
2275,good,2,private,48,34,married,no,fixed,90,170.0,6000.0,0.0,1280,1879
2276,bad,6,owner,36,42,married,no,fixed,105,151.0,48000.0,0.0,1635,1635
2277,bad,0,owner,36,21,single,yes,partime,35,115.0,2000.0,0.0,700,900
2278,good,15,other,48,60,married,no,fixed,60,153.0,0.0,0.0,450,1188
2279,bad,0,other,60,42,married,yes,fixed,165,0.0,0.0,0.0,1300,1750
2280,good,14,rent,60,46,married,no,freelance,67,67.0,0.0,0.0,1500,2250
2281,bad,6,other,24,23,single,yes,fixed,35,135.0,0.0,0.0,250,250
2282,good,5,rent,48,29,married,no,fixed,78,177.0,4000.0,0.0,700,960
2283,bad,2,parents,48,28,separated,no,freelance,35,140.0,0.0,0.0,1000,1100
2284,good,14,rent,48,43,married,no,fixed,54,85.0,2000.0,0.0,500,800
2285,good,26,owner,48,42,married,no,fixed,60,95.0,6500.0,0.0,1180,1442
2286,good,0,parents,36,32,single,no,fixed,35,119.0,3000.0,0.0,1000,1345
2287,good,29,owner,12,53,married,no,fixed,45,145.0,27000.0,0.0,500,1230
2288,good,4,rent,48,28,single,no,fixed,45,100.0,0.0,0.0,750,954
2289,good,4,owner,24,55,married,no,freelance,90,200.0,4500.0,0.0,800,1230
2290,good,20,owner,6,59,married,no,freelance,60,0.0,,0.0,500,1402
2291,bad,8,owner,60,40,married,yes,fixed,75,96.0,4000.0,1700.0,2050,2050
2292,good,1,other,60,20,single,no,fixed,35,85.0,0.0,0.0,850,1618
2293,bad,20,owner,60,44,married,yes,freelance,75,60.0,3000.0,0.0,1500,1912
2294,bad,5,owner,60,39,married,yes,freelance,90,152.0,6000.0,0.0,1250,1600
2295,good,15,owner,36,55,married,no,freelance,75,70.0,14000.0,600.0,600,850
2296,good,2,rent,36,31,single,no,others,35,0.0,0.0,0.0,525,800
2297,good,7,owner,60,33,married,no,freelance,75,138.0,4000.0,0.0,1400,2035
2298,good,10,owner,60,41,married,no,fixed,75,187.0,2500.0,0.0,1150,1250
2299,good,21,other,60,45,widow,no,fixed,45,110.0,0.0,0.0,650,1584
2300,bad,2,rent,18,38,married,no,partime,90,148.0,0.0,0.0,300,400
2301,good,0,owner,36,41,married,no,fixed,75,89.0,5500.0,0.0,1000,1670
2302,good,12,rent,60,36,married,no,fixed,56,106.0,0.0,0.0,1200,1823
2303,bad,3,parents,48,26,married,no,freelance,35,0.0,3500.0,0.0,150,816
2304,bad,11,owner,48,34,married,yes,fixed,90,198.0,4500.0,0.0,1650,2165
2305,bad,2,owner,60,53,married,no,others,60,40.0,5000.0,0.0,850,884
2306,good,22,owner,12,45,married,no,fixed,60,100.0,3000.0,0.0,400,1531
2307,good,7,owner,48,37,married,no,fixed,75,145.0,6000.0,0.0,1250,1650
2308,bad,2,owner,60,29,married,yes,fixed,60,80.0,4000.0,0.0,1000,1248
2309,good,20,owner,48,45,married,no,freelance,90,0.0,30000.0,0.0,1100,2500
2310,good,7,owner,36,33,married,no,fixed,45,208.0,4000.0,0.0,500,1288
2311,bad,14,rent,36,43,married,yes,fixed,96,212.0,0.0,0.0,600,750
2312,good,7,owner,18,40,married,yes,fixed,75,169.0,4000.0,400.0,400,1717
2313,good,8,private,48,22,married,no,fixed,45,120.0,2500.0,1200.0,880,882
2314,good,21,rent,36,42,separated,yes,fixed,53,180.0,0.0,0.0,850,950
2315,bad,1,rent,48,41,married,no,partime,89,136.0,0.0,0.0,1070,1378
2316,good,1,owner,12,28,married,no,partime,45,130.0,18000.0,2500.0,400,2575
2317,good,14,owner,60,35,married,no,fixed,75,205.0,5000.0,0.0,1350,1442
2318,good,2,other,36,26,married,no,fixed,35,148.0,4000.0,0.0,700,1300
2319,good,3,parents,60,25,single,no,fixed,35,174.0,0.0,0.0,1000,1252
2320,good,14,owner,60,54,married,no,fixed,60,90.0,5000.0,0.0,800,1517
2321,good,3,private,36,26,married,no,freelance,60,68.0,5000.0,90.0,900,1501
2322,bad,0,other,36,22,single,no,fixed,35,0.0,0.0,0.0,800,800
2323,good,10,rent,48,26,single,no,fixed,52,169.0,2000.0,0.0,1000,1242
2324,bad,2,parents,60,34,single,yes,partime,35,103.0,0.0,0.0,1250,1293
2325,good,3,rent,48,32,married,no,fixed,57,121.0,0.0,0.0,1200,1952
2326,bad,10,rent,36,40,married,no,fixed,115,100.0,0.0,0.0,375,375
2327,good,1,owner,42,35,married,no,fixed,75,54.0,6000.0,0.0,1000,1900
2328,good,22,rent,60,47,married,no,fixed,56,114.0,0.0,0.0,1000,1163
2329,good,11,owner,60,26,married,no,fixed,45,81.0,4000.0,1800.0,1000,1206
2330,bad,1,owner,24,51,married,yes,freelance,180,,65000.0,0.0,1500,1753
2331,good,0,parents,48,31,single,no,partime,35,65.0,2500.0,0.0,1000,1560
2332,good,17,owner,36,43,married,no,fixed,60,250.0,9000.0,0.0,1000,1204
2333,good,12,owner,36,45,married,no,fixed,90,90.0,30000.0,0.0,750,1374
2334,good,10,rent,48,33,married,no,fixed,100,103.0,0.0,0.0,950,1541
2335,good,10,rent,36,31,married,no,fixed,61,164.0,5000.0,0.0,1000,1440
2336,good,0,parents,24,29,single,no,others,35,0.0,0.0,0.0,600,1243
2337,bad,1,other,48,28,married,yes,fixed,60,129.0,0.0,0.0,1300,1608
2338,good,4,rent,60,25,single,no,fixed,50,150.0,0.0,0.0,1500,2600
2339,good,1,parents,30,22,single,no,fixed,35,80.0,4000.0,0.0,600,850
2340,good,11,owner,60,33,widow,no,fixed,45,90.0,8000.0,0.0,850,1105
2341,good,5,other,60,31,married,no,fixed,75,95.0,2000.0,0.0,1100,1388
2342,bad,7,parents,60,24,single,no,fixed,35,92.0,0.0,0.0,1618,1618
